station;termin;nat_abbr;rre150m0
536;19550601000000;AIR;236.1
536;19550701000000;AIR;135.6
536;19550801000000;AIR;52.0
536;19550901000000;AIR;57.3
536;19551001000000;AIR;175.2
536;19551101000000;AIR;41.7
536;19551201000000;AIR;59.1
536;19560101000000;AIR;102.4
536;19560201000000;AIR;10.9
536;19560301000000;AIR;246.9
536;19560401000000;AIR;187.8
536;19560501000000;AIR;92.8
536;19560601000000;AIR;117.0
536;19560701000000;AIR;203.4
536;19560801000000;AIR;392.6
536;19560901000000;AIR;218.2
536;19561001000000;AIR;70.9
536;19561101000000;AIR;33.1
536;19561201000000;AIR;6.4
536;19570101000000;AIR;64.8
536;19570201000000;AIR;160.6
536;19570301000000;AIR;97.0
536;19570401000000;AIR;30.9
536;19570501000000;AIR;96.8
536;19570601000000;AIR;335.3
536;19570701000000;AIR;100.4
536;19570801000000;AIR;234.4
536;19570901000000;AIR;32.5
536;19571001000000;AIR;36.8
536;19571101000000;AIR;231.7
536;19571201000000;AIR;161.4
536;19580101000000;AIR;78.3
536;19580201000000;AIR;165.4
536;19580301000000;AIR;62.2
536;19580401000000;AIR;127.3
536;19580501000000;AIR;334.4
536;19580601000000;AIR;125.0
536;19580701000000;AIR;202.7
536;19580801000000;AIR;367.7
536;19580901000000;AIR;122.5
536;19581001000000;AIR;227.5
536;19581101000000;AIR;87.9
536;19581201000000;AIR;188.7
536;19590101000000;AIR;96.3
536;19590201000000;AIR;10.5
536;19590301000000;AIR;137.5
536;19590401000000;AIR;156.5
536;19590501000000;AIR;22.2
536;19590601000000;AIR;56.8
536;19590701000000;AIR;81.9
536;19590801000000;AIR;76.2
536;19590901000000;AIR;29.4
536;19591001000000;AIR;185.8
536;19591101000000;AIR;244.8
536;19591201000000;AIR;167.4
536;19600101000000;AIR;123.2
536;19600201000000;AIR;64.5
536;19600301000000;AIR;89.8
536;19600401000000;AIR;41.2
536;19600501000000;AIR;229.6
536;19600601000000;AIR;142.6
536;19600701000000;AIR;199.2
536;19600801000000;AIR;201.6
536;19600901000000;AIR;278.1
536;19601001000000;AIR;452.9
536;19601101000000;AIR;140.4
536;19601201000000;AIR;173.8
536;19610101000000;AIR;46.4
536;19610201000000;AIR;138.0
536;19610301000000;AIR;8.8
536;19610401000000;AIR;146.7
536;19610501000000;AIR;96.1
536;19610601000000;AIR;130.5
536;19610701000000;AIR;88.5
536;19610801000000;AIR;157.4
536;19610901000000;AIR;38.1
536;19611001000000;AIR;228.8
536;19611101000000;AIR;151.4
536;19611201000000;AIR;96.2
536;19620101000000;AIR;81.8
536;19620201000000;AIR;72.7
536;19620301000000;AIR;61.0
536;19620401000000;AIR;144.7
536;19620501000000;AIR;144.4
536;19620601000000;AIR;39.7
536;19620701000000;AIR;22.4
536;19620801000000;AIR;111.5
536;19620901000000;AIR;63.1
536;19621001000000;AIR;17.9
536;19621101000000;AIR;170.4
536;19621201000000;AIR;121.5
536;19630101000000;AIR;52.5
536;19630201000000;AIR;18.6
536;19630301000000;AIR;77.3
536;19630401000000;AIR;152.1
536;19630501000000;AIR;94.1
536;19630601000000;AIR;235.6
536;19630701000000;AIR;87.4
536;19630801000000;AIR;181.9
536;19630901000000;AIR;190.6
536;19631001000000;AIR;129.0
536;19631101000000;AIR;448.0
536;19631201000000;AIR;20.6
536;19640101000000;AIR;57.7
536;19640201000000;AIR;43.7
536;19640301000000;AIR;88.6
536;19640401000000;AIR;216.4
536;19640501000000;AIR;53.6
536;19640601000000;AIR;177.1
536;19640701000000;AIR;40.0
536;19640801000000;AIR;94.3
536;19640901000000;AIR;46.5
536;19641001000000;AIR;144.9
536;19641101000000;AIR;129.0
536;19641201000000;AIR;62.1
536;19650101000000;AIR;64.5
536;19650201000000;AIR;5.4
536;19650301000000;AIR;77.3
536;19650401000000;AIR;26.2
536;19650501000000;AIR;174.3
536;19650601000000;AIR;118.7
536;19650701000000;AIR;139.4
536;19650801000000;AIR;224.3
536;19650901000000;AIR;511.9
536;19651001000000;AIR;45.6
536;19651101000000;AIR;101.9
536;19651201000000;AIR;122.4
536;19660101000000;AIR;30.9
536;19660201000000;AIR;169.0
536;19660301000000;AIR;21.2
536;19660401000000;AIR;147.1
536;19660501000000;AIR;122.8
536;19660601000000;AIR;81.3
536;19660701000000;AIR;123.7
536;19660801000000;AIR;148.2
536;19660901000000;AIR;34.7
536;19661001000000;AIR;365.9
536;19661101000000;AIR;243.8
536;19661201000000;AIR;76.5
536;19670101000000;AIR;13.6
536;19670201000000;AIR;95.6
536;19670301000000;AIR;183.3
536;19670401000000;AIR;103.5
536;19670501000000;AIR;275.8
536;19670601000000;AIR;89.4
536;19670701000000;AIR;65.8
536;19670801000000;AIR;108.3
536;19670901000000;AIR;207.5
536;19671001000000;AIR;97.1
536;19671101000000;AIR;177.9
536;19671201000000;AIR;15.4
536;19680101000000;AIR;133.4
536;19680201000000;AIR;166.1
536;19680301000000;AIR;64.5
536;19680401000000;AIR;189.8
536;19680501000000;AIR;275.7
536;19680601000000;AIR;64.2
536;19680701000000;AIR;112.2
536;19680801000000;AIR;166.6
536;19680901000000;AIR;250.7
536;19681001000000;AIR;68.3
536;19681101000000;AIR;379.4
536;19681201000000;AIR;75.7
536;19690101000000;AIR;65.2
536;19690201000000;AIR;63.4
536;19690301000000;AIR;37.2
536;19690401000000;AIR;54.4
536;19690501000000;AIR;336.5
536;19690601000000;AIR;214.4
536;19690701000000;AIR;53.1
536;19690801000000;AIR;87.0
536;19690901000000;AIR;89.9
536;19691001000000;AIR;0.3
536;19691101000000;AIR;190.1
536;19691201000000;AIR;46.9
536;19700101000000;AIR;117.7
536;19700201000000;AIR;206.1
536;19700301000000;AIR;83.7
536;19700401000000;AIR;180.6
536;19700501000000;AIR;78.2
536;19700601000000;AIR;125.6
536;19700701000000;AIR;60.8
536;19700801000000;AIR;123.2
536;19700901000000;AIR;99.1
536;19701001000000;AIR;234.8
536;19701101000000;AIR;163.9
536;19701201000000;AIR;68.8
536;19710101000000;AIR;95.7
536;19710201000000;AIR;19.3
536;19710301000000;AIR;157.2
536;19710401000000;AIR;138.9
536;19710501000000;AIR;190.6
536;19710601000000;AIR;184.3
536;19710701000000;AIR;61.0
536;19710801000000;AIR;120.5
536;19710901000000;AIR;23.0
536;19711001000000;AIR;13.2
536;19711101000000;AIR;246.3
536;19711201000000;AIR;71.4
536;19720101000000;AIR;57.8
536;19720201000000;AIR;157.7
536;19720301000000;AIR;146.7
536;19720401000000;AIR;144.2
536;19720501000000;AIR;95.2
536;19720601000000;AIR;262.1
536;19720701000000;AIR;96.7
536;19720801000000;AIR;69.7
536;19720901000000;AIR;127.7
536;19721001000000;AIR;86.3
536;19721101000000;AIR;133.2
536;19721201000000;AIR;95.4
536;19730101000000;AIR;43.5
536;19730201000000;AIR;24.9
536;19730301000000;AIR;4.8
536;19730401000000;AIR;80.1
536;19730501000000;AIR;180.3
536;19730601000000;AIR;167.1
536;19730701000000;AIR;245.9
536;19730801000000;AIR;88.6
536;19730901000000;AIR;91.5
536;19731001000000;AIR;111.9
536;19731101000000;AIR;63.3
536;19731201000000;AIR;236.2
536;19740101000000;AIR;47.0
536;19740201000000;AIR;198.5
536;19740301000000;AIR;135.7
536;19740401000000;AIR;55.8
536;19740501000000;AIR;57.0
536;19740601000000;AIR;118.6
536;19740701000000;AIR;132.7
536;19740801000000;AIR;142.7
536;19740901000000;AIR;152.8
536;19741001000000;AIR;90.0
536;19741101000000;AIR;258.1
536;19741201000000;AIR;55.2
536;19750101000000;AIR;168.2
536;19750201000000;AIR;23.8
536;19750301000000;AIR;160.7
536;19750401000000;AIR;196.8
536;19750501000000;AIR;181.8
536;19750601000000;AIR;78.7
536;19750701000000;AIR;72.5
536;19750801000000;AIR;82.8
536;19750901000000;AIR;417.1
536;19751001000000;AIR;69.8
536;19751101000000;AIR;155.8
536;19751201000000;AIR;14.0
536;19760101000000;AIR;15.8
536;19760201000000;AIR;31.4
536;19760301000000;AIR;13.7
536;19760401000000;AIR;102.2
536;19760501000000;AIR;26.0
536;19760601000000;AIR;58.3
536;19760701000000;AIR;64.6
536;19760801000000;AIR;168.1
536;19760901000000;AIR;362.6
536;19761001000000;AIR;565.8
536;19761101000000;AIR;254.1
536;19761201000000;AIR;68.6
536;19770101000000;AIR;133.7
536;19770201000000;AIR;165.4
536;19770301000000;AIR;169.5
536;19770401000000;AIR;267.9
536;19770501000000;AIR;268.7
536;19770601000000;AIR;172.5
536;19770701000000;AIR;213.4
536;19770801000000;AIR;341.0
536;19770901000000;AIR;8.9
536;19771001000000;AIR;436.5
536;19771101000000;AIR;102.8
536;19771201000000;AIR;88.5
536;19780101000000;AIR;176.4
536;19780201000000;AIR;239.5
536;19780301000000;AIR;176.8
536;19780401000000;AIR;147.7
536;19780501000000;AIR;139.2
536;19780601000000;AIR;125.1
536;19780701000000;AIR;153.9
536;19780801000000;AIR;184.0
536;19780901000000;AIR;11.7
536;19781001000000;AIR;77.6
536;19781101000000;AIR;1.1
536;19781201000000;AIR;122.4
536;19790101000000;AIR;105.5
536;19790201000000;AIR;67.4
536;19790301000000;AIR;310.0
536;19790401000000;AIR;72.3
536;19790501000000;AIR;134.7
536;19790601000000;AIR;77.8
536;19790701000000;AIR;89.7
536;19790801000000;AIR;94.0
536;19790901000000;AIR;73.4
536;19791001000000;AIR;561.6
536;19791101000000;AIR;113.4
536;19791201000000;AIR;182.3
536;19800101000000;AIR;67.6
536;19800201000000;AIR;69.7
536;19800301000000;AIR;115.0
536;19800401000000;AIR;3.0
536;19800501000000;AIR;114.9
536;19800601000000;AIR;206.6
536;19800701000000;AIR;288.8
536;19800801000000;AIR;75.8
536;19800901000000;AIR;12.5
536;19801001000000;AIR;274.0
536;19801101000000;AIR;37.1
536;19801201000000;AIR;20.8
536;19940101000000;AIR;284.6
536;19940201000000;AIR;112.8
536;19940301000000;AIR;14.0
536;19940401000000;AIR;63.4
536;19940501000000;AIR;228.4
536;19940601000000;AIR;53.6
536;19940701000000;AIR;35.6
536;19940801000000;AIR;104.9
536;19940901000000;AIR;375.1
536;19941001000000;AIR;91.4
536;19941101000000;AIR;175.1
536;19941201000000;AIR;50.3
536;19950101000000;AIR;155.2
536;19950201000000;AIR;94.1
536;19950301000000;AIR;53.7
536;19950401000000;AIR;285.2
536;19950501000000;AIR;134.0
536;19950601000000;AIR;71.1
536;19950701000000;AIR;64.6
536;19950801000000;AIR;88.7
536;19950901000000;AIR;236.3
536;19951001000000;AIR;50.0
536;19951101000000;AIR;117.7
536;19951201000000;AIR;67.4
536;19960101000000;AIR;180.8
536;19960201000000;AIR;58.5
536;19960301000000;AIR;23.1
536;19960401000000;AIR;19.1
536;19960501000000;AIR;426.2
536;19960601000000;AIR;49.3
536;19960701000000;AIR;223.1
536;19960801000000;AIR;204.5
536;19960901000000;AIR;28.3
536;19961001000000;AIR;117.3
536;19961101000000;AIR;485.1
536;19961201000000;AIR;59.1
536;19970101000000;AIR;88.5
536;19970201000000;AIR;40.9
536;19970301000000;AIR;16.7
536;19970401000000;AIR;44.3
536;19970501000000;AIR;148.8
536;19970601000000;AIR;414.2
536;19970701000000;AIR;159.2
536;19970801000000;AIR;146.0
536;19970901000000;AIR;10.2
536;19971001000000;AIR;78.1
536;19971101000000;AIR;282.7
536;19971201000000;AIR;123.3
536;19980101000000;AIR;76.6
536;19980201000000;AIR;13.2
536;19980301000000;AIR;16.0
536;19980401000000;AIR;408.6
536;19980501000000;AIR;113.8
536;19980601000000;AIR;179.8
536;19980701000000;AIR;110.6
536;19980801000000;AIR;91.2
536;19980901000000;AIR;326.2
536;19981001000000;AIR;176.8
536;19981101000000;AIR;49.6
536;19981201000000;AIR;28.3
536;19990101000000;AIR;155.0
536;19990201000000;AIR;152.8
536;19990301000000;AIR;143.6
536;19990401000000;AIR;120.1
536;19990501000000;AIR;182.4
536;19990601000000;AIR;299.8
536;19990701000000;AIR;105.2
536;19990801000000;AIR;167.6
536;19990901000000;AIR;314.0
536;19991001000000;AIR;293.5
536;19991101000000;AIR;81.1
536;19991201000000;AIR;119.7
536;20000101000000;AIR;68.0
536;20000201000000;AIR;68.4
536;20000301000000;AIR;80.9
536;20000401000000;AIR;318.9
536;20000501000000;AIR;98.7
536;20000601000000;AIR;54.1
536;20000701000000;AIR;173.8
536;20000801000000;AIR;100.6
536;20000901000000;AIR;267.3
536;20001001000000;AIR;599.5
536;20001101000000;AIR;433.7
536;20001201000000;AIR;117.8
536;20010101000000;AIR;92.3
536;20010201000000;AIR;117.2
536;20010301000000;AIR;197.7
536;20010401000000;AIR;82.3
536;20010501000000;AIR;203.6
536;20010601000000;AIR;190.5
536;20010701000000;AIR;239.5
536;20010801000000;AIR;184.0
536;20010901000000;AIR;112.5
536;20011001000000;AIR;151.0
536;20011101000000;AIR;14.9
536;20011201000000;AIR;35.4
536;20020101000000;AIR;16.2
536;20020201000000;AIR;104.3
536;20020301000000;AIR;87.7
536;20020401000000;AIR;42.0
536;20020501000000;AIR;517.4
536;20020601000000;AIR;172.0
536;20020701000000;AIR;163.3
536;20020801000000;AIR;118.0
536;20020901000000;AIR;36.3
536;20021001000000;AIR;94.1
536;20021101000000;AIR;747.0
536;20021201000000;AIR;42.1
536;20030101000000;AIR;46.3
536;20030201000000;AIR;39.5
536;20030301000000;AIR;0.0
536;20030401000000;AIR;103.5
536;20030501000000;AIR;55.0
536;20030601000000;AIR;49.5
536;20030701000000;AIR;118.7
536;20030801000000;AIR;130.4
536;20030901000000;AIR;56.7
536;20031001000000;AIR;127.9
536;20031101000000;AIR;178.7
536;20031201000000;AIR;127.6
536;20040101000000;AIR;130.2
536;20040201000000;AIR;57.6
536;20040301000000;AIR;25.5
536;20040401000000;AIR;103.0
536;20040501000000;AIR;108.6
536;20040601000000;AIR;45.3
536;20040701000000;AIR;87.4
536;20040801000000;AIR;203.3
536;20040901000000;AIR;55.5
536;20041001000000;AIR;331.8
536;20041101000000;AIR;118.2
536;20041201000000;AIR;57.8
536;20050101000000;AIR;35.6
536;20050201000000;AIR;31.1
536;20050301000000;AIR;21.3
536;20050401000000;AIR;108.2
536;20050501000000;AIR;138.6
536;20050601000000;AIR;109.5
536;20050701000000;AIR;94.4
536;20050801000000;AIR;163.3
536;20050901000000;AIR;80.0
536;20051001000000;AIR;31.7
536;20051101000000;AIR;17.0
536;20051201000000;AIR;61.0
536;20060101000000;AIR;55.4
536;20060201000000;AIR;79.2
536;20060301000000;AIR;112.3
536;20060401000000;AIR;71.1
536;20060501000000;AIR;151.5
536;20060601000000;AIR;66.5
536;20060701000000;AIR;43.9
536;20060801000000;AIR;176.6
536;20060901000000;AIR;105.0
536;20061001000000;AIR;116.0
536;20061101000000;AIR;95.7
536;20061201000000;AIR;147.4
536;20070101000000;AIR;83.2
536;20070201000000;AIR;54.0
536;20070301000000;AIR;111.2
536;20070401000000;AIR;10.4
536;20070501000000;AIR;242.3
536;20070601000000;AIR;241.4
536;20070701000000;AIR;127.0
536;20070801000000;AIR;162.9
536;20070901000000;AIR;39.9
536;20071001000000;AIR;14.3
536;20071101000000;AIR;108.6
536;20071201000000;AIR;53.8
536;20080101000000;AIR;162.0
536;20080201000000;AIR;41.8
536;20080301000000;AIR;72.5
536;20080401000000;AIR;121.4
536;20080501000000;AIR;248.7
536;20080601000000;AIR;85.5
536;20080701000000;AIR;173.7
536;20080801000000;AIR;185.0
536;20080901000000;AIR;343.2
536;20081001000000;AIR;234.6
536;20081101000000;AIR;196.9
536;20081201000000;AIR;112.9
536;20090101000000;AIR;53.9
536;20090201000000;AIR;157.8
536;20090301000000;AIR;131.6
536;20090401000000;AIR;205.5
536;20090501000000;AIR;53.1
536;20090601000000;AIR;146.5
536;20090701000000;AIR;131.2
536;20090801000000;AIR;97.4
536;20090901000000;AIR;76.3
536;20091001000000;AIR;51.6
536;20091101000000;AIR;211.9
536;20091201000000;AIR;117.0
536;20100101000000;AIR;35.9
536;20100201000000;AIR;61.8
536;20100301000000;AIR;116.9
536;20100401000000;AIR;52.4
536;20100501000000;AIR;283.5
536;20100601000000;AIR;160.4
536;20100701000000;AIR;61.4
536;20100801000000;AIR;151.1
536;20100901000000;AIR;100.9
536;20101001000000;AIR;163.9
536;20101101000000;AIR;198.5
536;20101201000000;AIR;119.3
536;20110101000000;AIR;34.9
536;20110201000000;AIR;50.9
536;20110301000000;AIR;54.4
536;20110401000000;AIR;2.2
536;20110501000000;AIR;42.4
536;20110601000000;AIR;185.5
536;20110701000000;AIR;288.5
536;20110801000000;AIR;152.5
536;20110901000000;AIR;114.0
536;20111001000000;AIR;77.9
536;20111101000000;AIR;185.2
536;20111201000000;AIR;203.2
536;20120101000000;AIR;117.2
536;20120201000000;AIR;1.1
536;20120301000000;AIR;79.2
536;20120401000000;AIR;194.1
536;20120501000000;AIR;66.0
536;20120601000000;AIR;182.7
536;20120701000000;AIR;126.3
536;20120801000000;AIR;230.8
536;20120901000000;AIR;170.7
536;20121001000000;AIR;117.0
536;20121101000000;AIR;256.3
536;20121201000000;AIR;134.8
536;20130101000000;AIR;20.7
536;20130201000000;AIR;35.5
536;20130301000000;AIR;39.3
536;20130401000000;AIR;291.8
536;20130501000000;AIR;313.6
536;20130601000000;AIR;71.8
536;20130701000000;AIR;96.2
536;20130801000000;AIR;142.8
536;20130901000000;AIR;137.2
536;20131001000000;AIR;222.3
536;20131101000000;AIR;110.9
536;20131201000000;AIR;222.3
536;20140101000000;AIR;172.1
536;20140201000000;AIR;235.5
536;20140301000000;AIR;66.6
536;20140401000000;AIR;76.0
536;20140501000000;AIR;166.9
536;20140601000000;AIR;141.3
536;20140701000000;AIR;188.0
536;20140801000000;AIR;192.5
536;20140901000000;AIR;32.2
536;20141001000000;AIR;226.8
536;20141101000000;AIR;634.3
536;20141201000000;AIR;47.8
536;20150101000000;AIR;185.9
536;20150201000000;AIR;90.2
536;20150301000000;AIR;121.9
536;20150401000000;AIR;57.1
536;20150501000000;AIR;188.5
536;20150601000000;AIR;99.2
536;20150701000000;AIR;48.6
536;20150801000000;AIR;220.6
536;20150901000000;AIR;419.4
536;20151001000000;AIR;164.6
536;20151101000000;AIR;46.6
536;20151201000000;AIR;1.0
536;20160101000000;AIR;126.5
536;20160201000000;AIR;152.7
536;20160301000000;AIR;120.1
536;20160401000000;AIR;281.3
536;20160501000000;AIR;162.0
536;20160601000000;AIR;194.0
536;20160701000000;AIR;81.1
536;20160801000000;AIR;52.9
536;20160901000000;AIR;94.5
536;20161001000000;AIR;96.3
536;20161101000000;AIR;211.8
536;20161201000000;AIR;18.7
536;20170101000000;AIR;33.6
536;20170201000000;AIR;90.4
536;20170301000000;AIR;232.0
536;20170401000000;AIR;108.8
536;20170501000000;AIR;112.3
536;20170601000000;AIR;205.4
536;20170701000000;AIR;126.4
536;20170801000000;AIR;186.5
536;20170901000000;AIR;109.3
536;20171001000000;AIR;13.5
536;20171101000000;AIR;71.3
536;20171201000000;AIR;170.0
536;20180101000000;AIR;299.6
536;20180201000000;AIR;25.4
536;20180301000000;AIR;164.7
536;20180401000000;AIR;224.6
536;20180501000000;AIR;112.4
536;20180601000000;AIR;91.5
536;20180701000000;AIR;51.9
536;20180801000000;AIR;121.5
536;20180901000000;AIR;34.9
536;20181001000000;AIR;401.1
536;20181101000000;AIR;335.7
536;20181201000000;AIR;123.8
536;20190101000000;AIR;42.9
536;20190201000000;AIR;43.5
536;20190301000000;AIR;104.6
536;20190401000000;AIR;315.0
536;20190501000000;AIR;56.8
536;20190601000000;AIR;280.3
536;20190701000000;AIR;46.9
536;20190801000000;AIR;262.3
536;20190901000000;AIR;61.0
536;20191001000000;AIR;417.3
536;20191101000000;AIR;339.9
536;20191201000000;AIR;198.1
536;20200101000000;AIR;40.9
536;20200201000000;AIR;77.3
536;20200301000000;AIR;42.5
536;20200401000000;AIR;44.8
536;20200501000000;AIR;128.1
536;20200601000000;AIR;148.3
536;20200701000000;AIR;56.6
536;20200801000000;AIR;234.8
536;20200901000000;AIR;66.7
536;20201001000000;AIR;445.8
536;20201101000000;AIR;8.1
536;20201201000000;AIR;181.0
536;20210101000000;AIR;180.8
536;20210201000000;AIR;52.1
536;20210301000000;AIR;33.9
536;20210401000000;AIR;64.9
536;20210501000000;AIR;234.4
536;20210601000000;AIR;200.1
536;20210701000000;AIR;455.2
536;20210801000000;AIR;61.7
536;20210901000000;AIR;77.3
536;20211001000000;AIR;201.3
536;20211101000000;AIR;91.5
536;20211201000000;AIR;54.4
536;20220101000000;AIR;14.7
536;20220201000000;AIR;44.8
536;20220301000000;AIR;17.9
536;20220401000000;AIR;85.1
536;20220501000000;AIR;84.9
536;20220601000000;AIR;152.9
536;20220701000000;AIR;58.1
536;20220801000000;AIR;52.6
536;20220901000000;AIR;103.5
536;20221001000000;AIR;217.1
536;20221101000000;AIR;50.4
536;20221201000000;AIR;113.2
